"","moduleLabels","moduleColors"
"PTDSS1",1,"turquoise"
"GLCCI1",0,"grey"
"CCR4",1,"turquoise"
"COX6A1",0,"grey"
"CD14",2,"blue"
"ABCC9",1,"turquoise"
"SNAP29",0,"grey"
"HMGCR",0,"grey"
"IFT74",0,"grey"
"CNTROB",0,"grey"
"ZNF548",1,"turquoise"
"NANOGP8",1,"turquoise"
"HERC1",0,"grey"
"INPP5K",0,"grey"
"EMCN",0,"grey"
"BLNK",0,"grey"
"COPB2",1,"turquoise"
"UBR1",0,"grey"
"CDC27",9,"magenta"
"COPS6",4,"yellow"
"MCCC1",1,"turquoise"
"ZNF664",3,"brown"
"SOGA1",1,"turquoise"
"SRCAP",0,"grey"
"KDM5B",1,"turquoise"
"BPGM",9,"magenta"
"HMOX1",0,"grey"
"PRR13",2,"blue"
"FAM126A",0,"grey"
"FLT1",0,"grey"
"FEM1C",2,"blue"
"TMED3",1,"turquoise"
"EXT1",0,"grey"
"RCOR1",2,"blue"
"SMAD2",1,"turquoise"
"TMEM68",1,"turquoise"
"ADA2",1,"turquoise"
"PPIH",1,"turquoise"
"CENPE",7,"black"
"MYL12B",0,"grey"
"METTL14",1,"turquoise"
"SLC2A14",1,"turquoise"
"PCDHA5",0,"grey"
"PIGH",0,"grey"
"CCDC125",1,"turquoise"
"SSBP3",0,"grey"
"RIPOR1",0,"grey"
"FOXC2",0,"grey"
"PCLAF",0,"grey"
"TEP1",0,"grey"
"KIDINS220",1,"turquoise"
"TSC1",0,"grey"
"OARD1",0,"grey"
"NARF",0,"grey"
"UTP18",0,"grey"
"ZNF793",1,"turquoise"
"RHOU",0,"grey"
"PDCL",1,"turquoise"
"DMXL2",2,"blue"
"SEM1",1,"turquoise"
"EID1",4,"yellow"
"RBM14",0,"grey"
"SPTY2D1",1,"turquoise"
"CD99L2",0,"grey"
"ATG2A",0,"grey"
"ICMT",1,"turquoise"
"SEC24B",2,"blue"
"LINS1",1,"turquoise"
"POLL",0,"grey"
"TMED8",0,"grey"
"GPAT4",0,"grey"
"ZNF268",1,"turquoise"
"CMC2",0,"grey"
"MYLK",0,"grey"
"SH3BP5",1,"turquoise"
"OR2L2",1,"turquoise"
"AKAP6",1,"turquoise"
"LBX2",0,"grey"
"ACSBG1",1,"turquoise"
"POLR2F",0,"grey"
"MCM7",0,"grey"
"CSGALNACT1",0,"grey"
"TRIM52",1,"turquoise"
"PRPF31",0,"grey"
"PDGFA",3,"brown"
"NOP53",0,"grey"
"METTL2A",1,"turquoise"
"PIGQ",1,"turquoise"
"GBP1",2,"blue"
"WDR7",0,"grey"
"BLCAP",0,"grey"
"SFI1",0,"grey"
"HLA-DPB1",4,"yellow"
"MGAT4C",1,"turquoise"
"CTSE",0,"grey"
"ARFIP1",2,"blue"
"EVI2B",2,"blue"
"SLC25A11",0,"grey"
"EHD4",0,"grey"
"SYNCRIP",0,"grey"
"H4-16",4,"yellow"
"ZNF426",1,"turquoise"
"MED13",2,"blue"
"GOLGA2",0,"grey"
"F2R",3,"brown"
"SMIM31",1,"turquoise"
"MAP2K7",0,"grey"
"AFDN",6,"red"
"FCGR3B",2,"blue"
"SP2",1,"turquoise"
"DNAJC21",0,"grey"
"PDE7A",1,"turquoise"
"PMAIP1",0,"grey"
"ZCCHC17",0,"grey"
"SLC25A20",0,"grey"
"RSBN1",2,"blue"
"RALGPS2",0,"grey"
"RGL2",0,"grey"
"ARPC1B",0,"grey"
"PIGY",0,"grey"
"DNM2",0,"grey"
"GLDC",1,"turquoise"
"EHMT1",1,"turquoise"
"CEP19",1,"turquoise"
"WWC3",2,"blue"
"SELENOI",0,"grey"
"CAMK4",0,"grey"
"CLPX",1,"turquoise"
"MT-ND5",17,"grey60"
"PSMD4",0,"grey"
"SLC29A1",0,"grey"
"GLRX",0,"grey"
"SHOC2",0,"grey"
"MRPL27",0,"grey"
"FBXW7",0,"grey"
"RBFOX2",8,"pink"
"TIMELESS",0,"grey"
"DDX10",1,"turquoise"
"SLC25A36",0,"grey"
"ZNF507",0,"grey"
"TMED10",1,"turquoise"
"RAB11FIP1",2,"blue"
"ZNF26",1,"turquoise"
"RPA3",8,"pink"
"PHF8",0,"grey"
"ZNF396",1,"turquoise"
"CDK11B",0,"grey"
"DNAJB2",0,"grey"
"LUC7L3",11,"greenyellow"
"SNF8",0,"grey"
"HTR1D",1,"turquoise"
"HAT1",0,"grey"
"RC3H2",3,"brown"
"OAZ3",1,"turquoise"
"PKIA",0,"grey"
"SEC62",9,"magenta"
"ZNF143",0,"grey"
"SBDS",0,"grey"
"ENO1",18,"lightgreen"
"TIPRL",0,"grey"
"TPTE",17,"grey60"
"AKAP8L",0,"grey"
"UBE2Z",0,"grey"
"ZNF106",0,"grey"
"ISOC1",0,"grey"
"SLC39A8",0,"grey"
"FFAR2",2,"blue"
"LHFPL5",1,"turquoise"
"TMEM123",2,"blue"
"TP53",1,"turquoise"
"CCDC69",0,"grey"
"RAPGEF2",2,"blue"
"PPP6C",0,"grey"
"ZNF560",5,"green"
"OTUB1",0,"grey"
"SMIM5",3,"brown"
"PRPSAP2",0,"grey"
"GDE1",0,"grey"
"ZNF438",2,"blue"
"SH3BGRL3",3,"brown"
"PSMC5",0,"grey"
"ZNF564",0,"grey"
"NLRP1",0,"grey"
"FNTA",0,"grey"
"SUCO",2,"blue"
"PPIP5K2",1,"turquoise"
"GTF2I",2,"blue"
"DGKE",0,"grey"
"RPS6KA1",0,"grey"
"PTPRM",0,"grey"
"MRPS15",0,"grey"
"MARS1",0,"grey"
"KDM1B",2,"blue"
"GORASP2",0,"grey"
"UBE2D4",5,"green"
"H2AC12",4,"yellow"
"ZC3H4",0,"grey"
"RPL37A",4,"yellow"
"CPS1",6,"red"
"ALG5",1,"turquoise"
"S100PBP",1,"turquoise"
"DOK2",0,"grey"
"CFLAR",1,"turquoise"
"WDR48",0,"grey"
"PCDHGB6",1,"turquoise"
"ACACB",6,"red"
"FAM210B",9,"magenta"
"TRAK1",0,"grey"
"AGPAT5",8,"pink"
"CTDNEP1",0,"grey"
"PREPL",0,"grey"
"RABGAP1L",3,"brown"
"EIF4H",7,"black"
"FCGR1A",2,"blue"
"DLC1",4,"yellow"
"ETFB",1,"turquoise"
"IFIH1",2,"blue"
"WDR37",0,"grey"
"SEMA4A",2,"blue"
"RPL8",4,"yellow"
"RBM39",1,"turquoise"
"TIMM23B",1,"turquoise"
"NFXL1",2,"blue"
"ERI3",0,"grey"
"MRPL42",1,"turquoise"
"WFDC8",1,"turquoise"
"HDGFL2",0,"grey"
"IL1B",2,"blue"
"HAX1",0,"grey"
"CTSA",3,"brown"
"ELP2",0,"grey"
"C5orf22",0,"grey"
"RNF8",0,"grey"
"SLCO5A1",1,"turquoise"
"ATP8B3",1,"turquoise"
"LARP4",0,"grey"
"ZMPSTE24",2,"blue"
"TMEM107",11,"greenyellow"
"MTIF2",0,"grey"
"EXOC7",0,"grey"
"TXN2",0,"grey"
"MPRIP",0,"grey"
"TRAPPC3",0,"grey"
"TAF15",4,"yellow"
"IDE",0,"grey"
"CERS6",0,"grey"
"TLCD5",1,"turquoise"
"ZNF91",0,"grey"
"LPIN1",0,"grey"
"MKRN1",9,"magenta"
"ANXA7",0,"grey"
"WDR13",1,"turquoise"
"PMP22",1,"turquoise"
"COMMD9",1,"turquoise"
"GPX1",3,"brown"
"RBIS",0,"grey"
"SNAPC3",1,"turquoise"
"GNA12",0,"grey"
"MAP1LC3B2",0,"grey"
"LIMK1",0,"grey"
"B4GALT5",2,"blue"
"TRMT1L",0,"grey"
"AKAP11",0,"grey"
"MCMBP",2,"blue"
"BCL10",2,"blue"
"GLB1",0,"grey"
"EPHA10",1,"turquoise"
"MOCS2",4,"yellow"
"USP28",0,"grey"
"CYBRD1",0,"grey"
"PARP9",2,"blue"
"CDA",0,"grey"
"CHRNG",0,"grey"
"OR14J1",1,"turquoise"
"CYFIP2",0,"grey"
"MAP3K11",0,"grey"
"SCAF4",0,"grey"
"CLASRP",0,"grey"
"HACD2",0,"grey"
"AMIGO2",3,"brown"
"RALBP1",1,"turquoise"
"EVPL",1,"turquoise"
"ITIH4",6,"red"
"PIM2",0,"grey"
"SLC17A5",0,"grey"
"PIPOX",8,"pink"
"INSIG1",3,"brown"
"ENSG00000285458",1,"turquoise"
"REPIN1",0,"grey"
"CAPZB",0,"grey"
"YPEL3",0,"grey"
"CYP1B1",0,"grey"
"XYLT1",0,"grey"
"PIP4P1",0,"grey"
"ZNF440",1,"turquoise"
"BRWD1",2,"blue"
"RUBCNL",1,"turquoise"
"PPIP5K1",1,"turquoise"
"GOLPH3L",0,"grey"
"MRNIP",1,"turquoise"
"SLFN12L",1,"turquoise"
"RLF",2,"blue"
"BLOC1S4",0,"grey"
"RRN3",4,"yellow"
"HMCES",0,"grey"
"PDE6A",0,"grey"
"NBAS",3,"brown"
"SPIB",1,"turquoise"
"TBCB",1,"turquoise"
"DHCR24",6,"red"
"MEF2D",3,"brown"
"VAMP8",4,"yellow"
"ANKRA2",0,"grey"
"PANX1",3,"brown"
"RCBTB1",0,"grey"
"FGL2",2,"blue"
"WASL",0,"grey"
"CEP70",0,"grey"
"CYBA",0,"grey"
"ARHGAP11A",1,"turquoise"
"AFF1",2,"blue"
"ANXA1",4,"yellow"
"FRMD3",3,"brown"
"C1R",6,"red"
"SUSD5",1,"turquoise"
"SENP1",0,"grey"
"UTP4",0,"grey"
"UGGT1",1,"turquoise"
"PLCB2",2,"blue"
"TMEM204",0,"grey"
"TXNDC15",1,"turquoise"
"HLTF",0,"grey"
"NDUFA6",3,"brown"
"HMG20B",0,"grey"
"PTRHD1",0,"grey"
"RO60",1,"turquoise"
"ZNF843",1,"turquoise"
"NOSIP",0,"grey"
"TRIM23",0,"grey"
"ARL1",0,"grey"
"SSH2",2,"blue"
"CDK5RAP2",0,"grey"
"AK3",6,"red"
"NANOG",1,"turquoise"
"CEP135",1,"turquoise"
"TRIM22",2,"blue"
"SAMD3",4,"yellow"
"FASN",6,"red"
"RAB3GAP1",0,"grey"
"MAB21L3",1,"turquoise"
"MRI1",1,"turquoise"
"BASP1",2,"blue"
"STAM",2,"blue"
"TCAF1",0,"grey"
"TBK1",0,"grey"
"STX2",0,"grey"
"RPL29",4,"yellow"
"MPPE1",1,"turquoise"
"SLC44A2",3,"brown"
"SQSTM1",6,"red"
"CCL4L2",0,"grey"
"LRRC8C",0,"grey"
"NMRK1",10,"purple"
"MAN2A2",0,"grey"
"GABPB2",1,"turquoise"
"PTPN11",0,"grey"
"ATF3",0,"grey"
"ZNF397",1,"turquoise"
"KIAA1958",1,"turquoise"
"DDX47",4,"yellow"
"BTG1",2,"blue"
"APOC3",6,"red"
"CNOT4",0,"grey"
"APEH",0,"grey"
"PCYT1A",2,"blue"
"LGALS1",4,"yellow"
"CASP10",0,"grey"
"YJU2B",0,"grey"
"PCMT1",3,"brown"
"HDAC5",0,"grey"
"SGPL1",0,"grey"
"GON4L",0,"grey"
"AFG3L2",0,"grey"
"C5orf15",0,"grey"
"TGFBR3L",1,"turquoise"
"UBA7",0,"grey"
"GRIPAP1",0,"grey"
"USP49",1,"turquoise"
"BTRC",0,"grey"
"YEATS2",0,"grey"
"FGG",6,"red"
"JTB",0,"grey"
"PQBP1",0,"grey"
"CLEC2B",2,"blue"
"REST",0,"grey"
"SLC8A3",3,"brown"
"MRPL47",0,"grey"
"COPG1",0,"grey"
"STOML1",1,"turquoise"
"USP24",0,"grey"
"TENT4B",0,"grey"
"MACO1",0,"grey"
"HSD17B4",6,"red"
"IDH2",0,"grey"
"AICDA",1,"turquoise"
"QARS1",4,"yellow"
"MEF2A",2,"blue"
"NOP2",0,"grey"
"ZNF836",1,"turquoise"
"RNF215",1,"turquoise"
"SPOPL",2,"blue"
"SLC4A3",13,"salmon"
"ENSG00000269825",1,"turquoise"
"RPS3",4,"yellow"
"RAI14",0,"grey"
"FKBP14",1,"turquoise"
"SGCB",1,"turquoise"
"ATP5MJ",0,"grey"
"FRAT1",0,"grey"
"APMAP",2,"blue"
"CFAP97D1",1,"turquoise"
"ARHGEF2",0,"grey"
"BNIP2",3,"brown"
"DHX30",0,"grey"
"ERAP1",0,"grey"
"CCNG2",2,"blue"
"PSPN",1,"turquoise"
"PPP2R1B",0,"grey"
"CNN3",4,"yellow"
"MMAB",11,"greenyellow"
"RHOA",0,"grey"
"SLC1A5",9,"magenta"
"GFI1B",0,"grey"
"HCAR3",2,"blue"
"C11orf58",0,"grey"
"SUN1",0,"grey"
"ASB3",1,"turquoise"
"ZNF527",1,"turquoise"
"TRIM55",13,"salmon"
"TTBK2",0,"grey"
"ZNF771",1,"turquoise"
"SCRG1",1,"turquoise"
"ZDHHC24",1,"turquoise"
"DNAJC3",2,"blue"
"LITAF",2,"blue"
"ZNF410",0,"grey"
"SIMC1",1,"turquoise"
"ZW10",0,"grey"
"OR56A4",1,"turquoise"
"MPC1",0,"grey"
"HECTD4",9,"magenta"
"ELOVL7",3,"brown"
"PPP3CC",0,"grey"
"NKG7",4,"yellow"
"EMP1",0,"grey"
"ACTR6",0,"grey"
"CHCHD7",0,"grey"
"COG2",0,"grey"
"ARHGAP28",1,"turquoise"
"FAM222B",0,"grey"
"RPS2",4,"yellow"
"C17orf75",1,"turquoise"
"DELE1",0,"grey"
"SNRPE",4,"yellow"
"CARD6",1,"turquoise"
"C4orf19",1,"turquoise"
"MTHFD2",1,"turquoise"
"SS18L2",1,"turquoise"
"OAS3",1,"turquoise"
"VPS39",0,"grey"
"STARD3",0,"grey"
"LIMA1",0,"grey"
"KLLN",1,"turquoise"
"MORF4L2",0,"grey"
"MTFMT",1,"turquoise"
"PRKAB2",0,"grey"
"INF2",3,"brown"
"DEFB124",5,"green"
"KLRK1",4,"yellow"
"LYST",2,"blue"
"UBE2M",0,"grey"
"ZNF281",2,"blue"
"KIF20B",0,"grey"
"ST8SIA1",1,"turquoise"
"ANKRD46",0,"grey"
"H3C4",0,"grey"
"ZYX",3,"brown"
"SYNRG",1,"turquoise"
"SIRPB1",2,"blue"
"GATAD1",1,"turquoise"
"TMC8",11,"greenyellow"
"HIGD1A",5,"green"
"NEU3",1,"turquoise"
"BZW1",0,"grey"
"ZNF221",1,"turquoise"
"GDAP1",1,"turquoise"
"RBBP4",1,"turquoise"
"PRKAR1A",3,"brown"
"PTGES3L",1,"turquoise"
"S1PR4",0,"grey"
"MPP1",9,"magenta"
"STARD3NL",0,"grey"
"CD2AP",0,"grey"
"CCL20",15,"midnightblue"
"ZFP30",1,"turquoise"
"SMN2",0,"grey"
"CTBP1",0,"grey"
"STXBP5",2,"blue"
"POMK",1,"turquoise"
"IHO1",1,"turquoise"
"NSL1",1,"turquoise"
"ASCC2",9,"magenta"
"PSENEN",0,"grey"
"KBTBD11",0,"grey"
"MEGF8",0,"grey"
"CCSAP",0,"grey"
"GALC",2,"blue"
"CAMLG",0,"grey"
"TREML4",1,"turquoise"
"RGCC",0,"grey"
"KANSL1",2,"blue"
"VWF",0,"grey"
"VTN",6,"red"
"BAD",0,"grey"
"PDS5B",2,"blue"
"SEPTIN9",0,"grey"
"ZNF644",0,"grey"
"SH3GLB2",0,"grey"
"SCAI",1,"turquoise"
"GABARAPL1",0,"grey"
"LAT2",1,"turquoise"
"SUGP1",0,"grey"
"LIG4",1,"turquoise"
"NSD3",0,"grey"
"SLC12A9",0,"grey"
"H3C11",4,"yellow"
"RNF168",1,"turquoise"
"ISG20L2",1,"turquoise"
"KIAA2026",0,"grey"
"TNFAIP8L1",1,"turquoise"
"PGAP6",0,"grey"
"SLC52A3",1,"turquoise"
"UBXN2B",2,"blue"
"PRDX5",0,"grey"
"CDHR3",0,"grey"
"MED6",1,"turquoise"
"TXNDC5",6,"red"
"CD46",2,"blue"
"DEF6",0,"grey"
"NXF1",11,"greenyellow"
"RPH3AL",1,"turquoise"
"SEPTIN2",3,"brown"
"TRERF1",2,"blue"
"SEC22B",0,"grey"
"ZNF653",0,"grey"
"GID8",0,"grey"
"H3C8",4,"yellow"
"EPC1",0,"grey"
"TES",0,"grey"
"KAT6A",2,"blue"
"RAB36",1,"turquoise"
"PNPLA8",2,"blue"
"GOPC",0,"grey"
"POLR3C",0,"grey"
"HAUS8",1,"turquoise"
"RPS6KB2",0,"grey"
"ATP5ME",13,"salmon"
"ADRM1",0,"grey"
"RAB31",3,"brown"
"DCAF16",1,"turquoise"
"SLC35E2B",0,"grey"
"OR2M4",1,"turquoise"
"PRRC1",0,"grey"
"AIMP2",1,"turquoise"
"TMEM184B",2,"blue"
"ARNTL",2,"blue"
"PUS10",1,"turquoise"
"SNTB2",1,"turquoise"
"KPNA1",2,"blue"
"TMEM41B",1,"turquoise"
"AGAP2",0,"grey"
"S100A11",2,"blue"
"DOT1L",0,"grey"
"CLTC",2,"blue"
"EFHC2",3,"brown"
"SRP9",4,"yellow"
"ZNF521",15,"midnightblue"
"RPRD2",0,"grey"
"CHMP4B",0,"grey"
"NFAM1",1,"turquoise"
"CCDC93",0,"grey"
"RAN",4,"yellow"
"H2AC4",0,"grey"
"LMTK2",2,"blue"
"UFC1",0,"grey"
"EEF1A1",4,"yellow"
"KDM3B",2,"blue"
"INTS3",0,"grey"
"C1orf109",0,"grey"
"TRPM4",1,"turquoise"
"ZNF558",1,"turquoise"
"LTB4R",0,"grey"
"FAM186A",1,"turquoise"
"LRRC47",0,"grey"
"ACSS2",0,"grey"
"KIAA0040",13,"salmon"
"OR2G6",1,"turquoise"
"ITGA4",2,"blue"
"DNAJC6",9,"magenta"
"CLOCK",0,"grey"
"SLC35A4",0,"grey"
"NSUN2",0,"grey"
"LGALSL",3,"brown"
"OR2AT4",1,"turquoise"
"KIFC3",0,"grey"
"PHF5A",0,"grey"
"ZNF329",1,"turquoise"
"TAX1BP1",2,"blue"
"ZDHHC18",5,"green"
"TMBIM4",2,"blue"
"NMUR1",1,"turquoise"
"ST3GAL2",1,"turquoise"
"HPD",6,"red"
"SMYD4",1,"turquoise"
"HMGN5",0,"grey"
"TMEM45B",14,"cyan"
"DENND5A",2,"blue"
"CNNM1",0,"grey"
"NUP98",1,"turquoise"
"RMI1",0,"grey"
"IKBIP",0,"grey"
"RNF220",0,"grey"
"PTPRS",0,"grey"
"OR51A2",5,"green"
"DOCK9",0,"grey"
"ITGB1BP1",4,"yellow"
"BRAP",0,"grey"
"SESN3",9,"magenta"
"ZC3H7B",0,"grey"
"ZYG11B",1,"turquoise"
"RFC2",1,"turquoise"
"DVL3",1,"turquoise"
"KRIT1",0,"grey"
"SCFD2",3,"brown"
"RORA",0,"grey"
"PIAS2",0,"grey"
"ANKEF1",1,"turquoise"
"CRX",1,"turquoise"
"TBC1D13",0,"grey"
"PLK2",4,"yellow"
"ARHGAP9",2,"blue"
"EIF1B",9,"magenta"
"PRIM1",1,"turquoise"
"ACAD9",1,"turquoise"
"RBP4",6,"red"
"METTL9",0,"grey"
"SP100",2,"blue"
"CPSF1",0,"grey"
"S100A4",4,"yellow"
"NUP188",0,"grey"
"RPS20",4,"yellow"
"ADM2",0,"grey"
"DDRGK1",0,"grey"
"STARD10",1,"turquoise"
"KLF8",1,"turquoise"
"EPB41L2",4,"yellow"
"JMJD6",0,"grey"
"PPM1B",0,"grey"
"GZMA",4,"yellow"
"AAMP",0,"grey"
"MBD6",0,"grey"
"FMNL3",0,"grey"
"TRIM13",1,"turquoise"
"CACNG8",1,"turquoise"
"SRSF10",0,"grey"
"TSEN2",1,"turquoise"
"TSPO",0,"grey"
"SYMPK",1,"turquoise"
"RTTN",0,"grey"
"TBPL1",3,"brown"
"ARRDC3",2,"blue"
"STX12",0,"grey"
"IFIT5",2,"blue"
"HPCAL1",0,"grey"
"CDH1",6,"red"
"KIAA1671",0,"grey"
"SAP18",4,"yellow"
"OR7G2",1,"turquoise"
"CREG1",9,"magenta"
"IFIT1",2,"blue"
"JUNB",2,"blue"
"SERPINB6",1,"turquoise"
"SYS1",0,"grey"
"H6PD",1,"turquoise"
"DOCK10",0,"grey"
"IRF5",0,"grey"
"TMEM245",0,"grey"
"SRSF1",0,"grey"
"CNTNAP3",1,"turquoise"
"RAB29",1,"turquoise"
"ACTR1B",0,"grey"
"EEF1E1",0,"grey"
"LAMTOR1",3,"brown"
"ESF1",4,"yellow"
"ANAPC16",1,"turquoise"
"MRPL2",0,"grey"
"METRNL",0,"grey"
"ZNF346",0,"grey"
"NCR1",0,"grey"
"CD52",4,"yellow"
"AP4S1",1,"turquoise"
"UBA52",0,"grey"
"RIPK1",0,"grey"
"CPNE3",0,"grey"
"ANKRD50",0,"grey"
"CXCL9",0,"grey"
"H4C15",0,"grey"
"EIF2A",4,"yellow"
"CRBN",0,"grey"
"NCBP1",0,"grey"
"FGFR1OP2",5,"green"
"SLC9A1",0,"grey"
"LTF",0,"grey"
"DNAJB9",0,"grey"
"MRPS27",1,"turquoise"
"WBP2",3,"brown"
"PRPF18",0,"grey"
"TMEM138",1,"turquoise"
"TMEM131",5,"green"
"ST6GAL2",1,"turquoise"
"KIF1C",0,"grey"
"PAPSS1",0,"grey"
"ELF2",2,"blue"
"SLX4IP",1,"turquoise"
"OGFR",11,"greenyellow"
"KIF15",0,"grey"
"MS4A4E",0,"grey"
"MINDY2",1,"turquoise"
"PADI2",2,"blue"
"UBXN1",0,"grey"
"LNX2",0,"grey"
"ERP44",0,"grey"
"METTL7A",1,"turquoise"
"HIF1AN",1,"turquoise"
"NSA2",13,"salmon"
"EIF4E3",2,"blue"
"SLC46A1",1,"turquoise"
"NEDD8",4,"yellow"
"ABHD11",1,"turquoise"
"INPP5D",2,"blue"
"PAIP2B",0,"grey"
"HJURP",1,"turquoise"
"KLHDC10",0,"grey"
"MAT1A",6,"red"
"KCNC4",1,"turquoise"
"CALM3",3,"brown"
"RGS9",5,"green"
"ACIN1",0,"grey"
"CEP41",1,"turquoise"
"MS4A7",0,"grey"
"IPO11",0,"grey"
"HAUS5",1,"turquoise"
"ZC3H11A",0,"grey"
"RNASEH2A",1,"turquoise"
"TXNDC11",0,"grey"
"MAP1B",0,"grey"
"NVL",0,"grey"
"LTO1",1,"turquoise"
"NUP54",0,"grey"
"STAT2",0,"grey"
"PTAFR",2,"blue"
"RNF40",0,"grey"
"TM7SF3",1,"turquoise"
"CHRD",5,"green"
"PLEKHA8",0,"grey"
"NCALD",0,"grey"
"GXYLT1",0,"grey"
"MTSS1",3,"brown"
"ADH1B",6,"red"
"DLD",15,"midnightblue"
"PPFIA1",2,"blue"
"DNAJB12",0,"grey"
"RPS7",4,"yellow"
"MORN4",1,"turquoise"
"MARCHF3",0,"grey"
"JAK3",1,"turquoise"
"ARFGEF1",1,"turquoise"
"CXCL5",3,"brown"
"RHOBTB3",12,"tan"
"RGS10",3,"brown"
"HMX3",1,"turquoise"
"CHERP",0,"grey"
"PTPN3",0,"grey"
"TMEM258",0,"grey"
"PLD3",0,"grey"
"FOXP1",0,"grey"
"POFUT1",1,"turquoise"
"MYO1G",0,"grey"
"FAM114A1",0,"grey"
"TJP2",0,"grey"
"SERINC1",2,"blue"
"SLC9A8",2,"blue"
"PEX19",0,"grey"
"PSMD7",0,"grey"
"TM2D1",1,"turquoise"
"PPP1R3C",6,"red"
"TTC17",0,"grey"
"ELP1",0,"grey"
"ORC6",1,"turquoise"
"ZNF253",1,"turquoise"
"HIVEP3",0,"grey"
"ZNF736",0,"grey"
"SYVN1",0,"grey"
"CALHM6",4,"yellow"
"EEF1AKMT2",0,"grey"
"SMARCA2",2,"blue"
"ZNF791",1,"turquoise"
"P4HB",6,"red"
"F11R",1,"turquoise"
"FAM193B",0,"grey"
"PSMB1",4,"yellow"
"TXN",0,"grey"
"EXOSC6",1,"turquoise"
"ACTA2",0,"grey"
"ATP6V1D",0,"grey"
"PTGS1",3,"brown"
"CARD19",3,"brown"
"RNF157",1,"turquoise"
"UBE3C",0,"grey"
"LRP2BP",1,"turquoise"
"PDSS2",1,"turquoise"
"ATE1",1,"turquoise"
"SNRNP27",0,"grey"
"ARAF",0,"grey"
"KLF10",0,"grey"
"NUP43",1,"turquoise"
"NMD3",0,"grey"
"PHOSPHO1",9,"magenta"
"LARP4B",2,"blue"
"VPS13C",2,"blue"
"METTL3",0,"grey"
"ANXA4",0,"grey"
"CA1",9,"magenta"
"DCP1B",0,"grey"
"CEP112",0,"grey"
"ATP2A2",3,"brown"
"ATIC",0,"grey"
"NPL",2,"blue"
"UEVLD",1,"turquoise"
"GAB1",2,"blue"
"C3orf38",0,"grey"
"SCAF11",2,"blue"
"UBE2Q1",0,"grey"
"ZMYM6",0,"grey"
"PXK",3,"brown"
"TADA2B",1,"turquoise"
"DENND2D",4,"yellow"
"BAX",1,"turquoise"
"CP",6,"red"
"RPL37",4,"yellow"
"NCOA4",3,"brown"
"LRRC14",8,"pink"
"GALNT16",1,"turquoise"
"GORASP1",0,"grey"
"FCHO2",2,"blue"
"AHSP",0,"grey"
"SRF",0,"grey"
"TUBB4A",1,"turquoise"
"PGPEP1",1,"turquoise"
"SIN3B",1,"turquoise"
"JCHAIN",0,"grey"
"ANXA11",2,"blue"
"CSF2RB",2,"blue"
"IFI44",0,"grey"
"PPWD1",0,"grey"
"DNAJC13",2,"blue"
"PAH",6,"red"
"PTCH2",7,"black"
"USP3",0,"grey"
"DCLRE1C",1,"turquoise"
"FRMD4B",1,"turquoise"
"XPO5",0,"grey"
"EXOC6",2,"blue"
"RPS27",4,"yellow"
"MSRB1",0,"grey"
"CLMP",1,"turquoise"
"FSTL1",3,"brown"
"SLMAP",0,"grey"
"HAUS2",1,"turquoise"
"SAMD4A",0,"grey"
"FAM219A",0,"grey"
"GCSH",1,"turquoise"
"CLK4",2,"blue"
"ZNF799",1,"turquoise"
"CXCR4",2,"blue"
"IRAK1",0,"grey"
"TMSB10",0,"grey"
"ESYT1",6,"red"
"CCNI",0,"grey"
"EP300",2,"blue"
"KCNA6",8,"pink"
"CDK14",2,"blue"
"ERG",4,"yellow"
"PARN",0,"grey"
"SOD2",1,"turquoise"
"CYTH1",0,"grey"
"PNPT1",1,"turquoise"
"SEMA4D",2,"blue"
"AGPAT1",3,"brown"
"MAP3K3",2,"blue"
"MAX",3,"brown"
"CAPS",1,"turquoise"
"OSBPL8",2,"blue"
"PPCS",0,"grey"
"SCYL3",1,"turquoise"
"TCEANC2",1,"turquoise"
"C20orf27",0,"grey"
"RPS6KA5",1,"turquoise"
"FAHD1",0,"grey"
"CMPK2",0,"grey"
"BRCA1",1,"turquoise"
"SLC12A4",5,"green"
"SLK",2,"blue"
"BAZ1B",0,"grey"
"SLCO2B1",6,"red"
"LRGUK",8,"pink"
"TERF2IP",0,"grey"
"COL1A1",0,"grey"
"GRK5",3,"brown"
"AP1S2",17,"grey60"
"ACBD3",0,"grey"
"PRDM2",0,"grey"
"SEL1L3",0,"grey"
"SMYD3",0,"grey"
"WDR45",1,"turquoise"
"ARHGEF9",1,"turquoise"
"C2CD3",0,"grey"
"BUD31",0,"grey"
"FBXO11",2,"blue"
"PSMG4",1,"turquoise"
"CDK8",0,"grey"
"PPP1R3D",2,"blue"
"TPM3",1,"turquoise"
"EPB42",9,"magenta"
"CDK1",0,"grey"
"POLR2B",0,"grey"
"RPS28",4,"yellow"
"CBLL1",0,"grey"
"SETDB1",0,"grey"
"GCLM",0,"grey"
"CPEB3",0,"grey"
"PPM1A",3,"brown"
"INTS1",0,"grey"
"CAMTA1",3,"brown"
"SAMSN1",0,"grey"
"THADA",1,"turquoise"
"ID1",4,"yellow"
"TAF12",0,"grey"
"PIK3CB",3,"brown"
"TBC1D17",1,"turquoise"
"COX8A",4,"yellow"
"PRORP",0,"grey"
"ZNF534",1,"turquoise"
"DNAL4",5,"green"
"MTMR14",0,"grey"
"TMEM59",1,"turquoise"
"SNX6",2,"blue"
